track_id,popularity,duration_ms,explicit,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre_Blues,genre_Classical,genre_Electronic,genre_Folk/Country,genre_Hip-Hop,genre_Jazz,genre_Kids,genre_Latin,genre_Metal,genre_Other,genre_Pop,genre_Reggae,genre_Rock,genre_Soul/R&B,genre_World,ts_0,ts_1,ts_3,ts_4,ts_5
0p4s5XhvIgIwq6wyj2HSSs,0.21,0.00677945389747952,0,0.407,0.162,0.5970811830642029,1,0.03782383419689119,0.876,6.21e-06,0.158,0.697,0.745755468993968,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
68WY1o0WXPhHEHNKKp86D6,0.22,0.05857069345912346,0,0.679,0.0299,0.42711281282947666,1,0.047875647668393785,0.991,0.917,0.112,0.171,0.3289778610522163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6RnMYLp0MldyRgaRlKA00z,0.22,0.017124297943881334,0,0.839,0.0555,0.4583541423894345,1,0.09533678756476684,0.995,0.78,0.101,0.983,0.45987623884423845,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6ixKkthMM95mQF4pX4ne9P,0.21,0.04551013452555184,0,0.655,0.00241,0.5219836117122616,1,0.1305699481865285,0.995,0.969,0.106,0.451,0.561202603421922,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
37fl2J9MVtLhrpcr8Zs0tV,0.21,0.03345028301823747,0,0.66,0.0845,0.6012799881619592,0,0.049533678756476685,0.992,0.936,0.0988,0.183,0.2954859227848725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0JdOecAql2ELcACz2mLxuj,0.22,0.029595430465536122,0,0.261,0.151,0.6075319534617021,1,0.03927461139896374,0.78,0.883,0.122,0.252,0.3374874677448515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2l9ulUtdoh331uUSdCohK9,0.22,0.0441957155363599,0,0.837,0.56,0.8007879695910326,1,0.031088082901554404,0.419,4.94e-05,0.111,0.603,0.43539930641158386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1RaliKE1J2nTSZHpwi8z2d,0.21,0.008755092084749857,0,0.165,0.034,0.503320200506816,1,0.04383419689119171,0.923,1.58e-06,0.329,0.202,0.7274789211577338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0b6zTHZIsHW75vNGZs89wq,0.22,0.04764616085211927,0,0.356,0.32,0.6980374747979209,1,0.04217616580310881,0.731,0.0,0.111,0.356,0.7146261689923245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5LetrnFg10VXkAyOE7UH4d,0.21,0.019755618119659098,0,0.475,0.422,0.636942086084753,1,0.07865284974093265,0.902,0.0,0.107,0.668,0.5752880364216096,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
