track_id,Unnamed: 0,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0VhZ5JYfqPojSYeGWnk4dL,107,0.55,0.03913718818588603,0,0.479,0.154,2,0.7074894105025618,1,0.036476683937823835,0.915,0.0,0.0974,0.36,0.6048641585720624
0ltIx8PLjtWoS9zn9PqsZW,108,0.51,0.061509997050003866,0,0.592,0.769,2,0.8187300001849693,1,0.0322279792746114,0.319,4.66e-06,0.137,0.385,0.41924707854642274
7ACW42whcdOiUxiNVu7ltx,109,0.46,0.04016863667217523,0,0.7,0.454,7,0.7239886798734809,0,0.04020725388601037,0.55,0.0022,0.121,0.34,0.3287600874381605
4qTHoIp62ngNDpUJwW3hZ7,110,0.57,0.025012912199904723,0,0.402,0.197,5,0.7168673584521761,1,0.030569948186528497,0.858,1.05e-06,0.114,0.148,0.411074404615157
4VbDTk82rqWqVgoQC93CkC,111,0.58,0.04172592912944564,0,0.507,0.378,9,0.7493479829088285,1,0.03440414507772021,0.852,0.000212,0.0937,0.085,0.5582400604835396
1pG5nd6gmfbMwUfT5shDQe,112,0.51,0.037413397564964354,0,0.619,0.226,4,0.6673325564619056,1,0.06642487046632126,0.959,4.42e-05,0.106,0.188,0.5134526568380914
2WZyfujzMweFLnozyUJBkW,113,0.63,0.04695801935923029,0,0.404,0.571,0,0.8224108909975398,1,0.03139896373056995,0.182,2.08e-05,0.129,0.29,0.604054698157553
6gijbGNDNNJgT60Aj7UCyc,114,0.53,0.04055261351518293,0,0.418,0.79,4,0.7941105746998872,0,0.052435233160621764,0.0284,9.96e-06,0.117,0.197,0.7230700327071314
5pq4v03P5PxMcnCagg4S3Z,115,0.6,0.042992613553370584,0,0.633,0.299,11,0.7719327451306808,1,0.03658031088082901,0.833,0.0,0.109,0.341,0.6062694147231399
08OjvLnGR3M0HUhcePeMNO,116,0.47,0.021386612745701743,0,0.565,0.0392,1,0.3931524332722934,1,0.046632124352331605,0.835,0.183,0.117,0.601,0.5152564797922522
65VhbQdqvozUntjnlFkFbZ,117,0.6,0.023601687512351317,0,0.664,0.0755,10,0.5492665963782993,1,0.040310880829015544,0.91,0.0,0.164,0.575,0.32873132488536067
05pKAafT85jeeNhZ6kq7HT,118,0.66,0.04585668746939021,0,0.585,0.303,4,0.730129663540684,1,0.04124352331606218,0.694,0.0,0.115,0.142,0.5617038936278619
3PG6V5yuFfo4APiovOQoRv,119,0.67,0.05075960013709367,0,0.65,0.271,9,0.7112072951926456,1,0.03253886010362694,0.794,6.9e-05,0.196,0.21,0.32064493861249443
5O9R57EozcpLKGQBzadPVy,120,0.43,0.037079064669834336,0,0.534,0.213,1,0.7563583226975935,1,0.02932642487046632,0.884,0.0,0.107,0.0998,0.40425767960159753
